rand_point,fid,id1,velo,velostreif,veloweg,einbahn,fuss,name,map_velo,map_fuss,se_anno_ca,objectid,LENGTH,STRASS_ID,RICHTPLANT,STRADATNAM,UNTERHALT,EIGENTUM,STRASSTYP,UREG_TEXT,JAHR,SREG_TEXT,SHAPE_LEN,id1_2,kategorie,objectid_2,x,y
3030,712,34844.000000000000000,1,"0",0,"0",1,Erchenbühlstrasse,0,0,,37107.000000000000000,,,,,,,,,,,,,,,2681346.2685039812,1251903.5511970720
3074,759,8099.000000000000000,1,"0",0,"0",1,Einfangstrasse,1,0,,5822.000000000000000,,,,,,,,,,,,,,,2681110.5607590294,1252291.6999315883
3139,901,2024.000000000000000,1,"0",1,"0",1,Wehntalerstrasse,0,0,,2055.000000000000000,,,,,,,,,,,,,,,2679455.9782659356,1253462.9838621242
3144,907,3841.000000000000000,1,"0",0,"0",1,Mühlackerweg,0,2,,3832.000000000000000,,,,,,,,,,,,,,,2679673.1813029195,1253425.9647953389
3172,937,10188.000000000000000,0,"0",0,"0",0,Mühlackerstrasse,1,0,,12008.000000000000000,,,,,,,,,,,,,,,2679608.5830218852,1253317.2373844816
3189,954,20174.000000000000000,1,"0",1,"0",1,Emil-Spillmann-Weg,1,0,,16561.000000000000000,,,,,,,,,,,,,,,2680121.1303259148,1253041.5387477502
3204,970,18603.000000000000000,1,"0",0,"0",0,Im Holzerhurd,1,0,,20454.000000000000000,,,,,,,,,,,,,,,2679847.9220540756,1253090.5429589946
3238,1005,29448.000000000000000,1,"0",0,"0",0,Mühlackerstrasse,1,0,,32574.000000000000000,,,,,,,,,,,,,,,2680114.7877203301,1253244.3861239790
3251,1021,35800.000000000000000,1,"0",0,"0",1,Heinrich-Wolff-Strasse,0,0,,34485.000000000000000,,,,,,,,,,,,,,,2680077.5367077738,1253066.9983092120
3258,1029,35189.000000000000000,1,"0",0,"0",1,Feldweg,1,0,,36216.000000000000000,,,,,,,,,,,,,,,2679936.3143118187,1253273.6553560623
3260,1031,34175.000000000000000,1,"0",0,"0",1,Fussweg,2,0,,36545.000000000000000,,,,,,,,,,,,,,,2679338.8926247777,1253592.0929241835
3262,1033,34357.000000000000000,1,FT,0,FT,0,Wehntalerstrasse,0,0,,37240.000000000000000,,,,,,,,,,,,,,,2680028.2490805942,1252970.5743524267
3282,1216,43667.000000000000000,1,FT,0,"0",0,Emil-Kl?ti-Strasse,3,0,,40228.000000000000000,,,,,,,,,,,,,,,2681510.8037937041,1250444.7936629679
3309,3013,10219.000000000000000,1,"0",0,"0",0,Berninastrasse,1,0,,12138.000000000000000,,,,,,,,,,,,,,,2683327.6118989610,1251038.2398703925
3331,3035,23783.000000000000000,1,"0",0,"0",0,Ringstrasse,1,0,,22516.000000000000000,,,,,,,,,,,,,,,2683214.3329442670,1250958.4865468175
3345,3050,30235.000000000000000,1,"0",0,"0",1,Steinkluppenweg,0,2,,31502.000000000000000,,,,,,,,,,,,,,,2683196.7411144800,1250629.5528898579
3390,3131,21563.000000000000000,1,"0",0,"0",1,Regina-K?gi-Hof,0,0,,23974.000000000000000,,,,,,,,,,,,,,,2682590.0804638877,1251908.4522220893
3404,3145,39090.000000000000000,1,"0",0,"0",0,Regina-K?gi-Strasse,0,0,,38649.000000000000000,,,,,,,,,,,,,,,2682620.0688326946,1251829.0994114506
3435,3183,32928.000000000000000,1,"0",1,"0",1,Wehntalerstrasse,0,0,,29726.000000000000000,,,,,,,,,,,,,,,2679200.7178692147,1253668.6056649701
3443,3191,35690.000000000000000,1,"0",0,"0",1,Katzenrütifussweg,0,0,,33962.000000000000000,,,,,,,,,,,,,,,2680547.3448528331,1254128.1576423289
3465,3227,20070.000000000000000,1,"0",0,"0",1,Fussweg,0,0,,18243.000000000000000,,,,,,,,,,,,,,,2680261.8030564766,1251531.1383529305
3467,3229,18305.000000000000000,1,"0",0,"0",0,Fussweg,0,0,,19259.000000000000000,,,,,,,,,,,,,,,2679893.4351097634,1251545.0342071422
3481,3250,28721.000000000000000,1,"0",0,"0",0,B?chlerstrasse,1,0,,25523.000000000000000,,,,,,,,,,,,,,,2680346.7531611864,1252538.5976572870
3498,3283,43358.000000000000000,1,"0",0,"0",1,Schafmattstrasse,0,0,,37509.000000000000000,,,,,,,,,,,,,,,2680423.2749246168,1251420.3222799178
3538,3325,33097.000000000000000,1,"0",0,FT,0,Landhusweg,0,0,,30294.000000000000000,,,,,,,,,,,,,,,2683751.2952242219,1252857.8058772397
3546,3334,34385.000000000000000,1,"0",0,"0",0,Felsenrainstrasse,1,0,,37370.000000000000000,,,,,,,,,,,,,,,2683055.6654587165,1252665.6316560027
3556,3594,8049.000000000000000,1,"0",0,"0",1,Fussweg,1,2,,5674.000000000000000,,,,,,,,,,,,,,,2683718.2756828326,1253071.4810009021
3586,3626,22846.000000000000000,1,"0",0,"0",1,Fussweg,0,0,,22932.000000000000000,,,,,,,,,,,,,,,2683733.0213810974,1253087.2583649086
3592,3634,22153.000000000000000,1,"0",0,"0",1,Fussweg,1,2,,24409.000000000000000,,,,,,,,,,,,,,,2683740.8313097735,1253141.2489965649
3600,3642,25216.000000000000000,1,"0",0,"0",1,Verbindungsstrasse,1,0,,28236.000000000000000,,,,,,,,,,,,,,,2683604.4484219723,1253307.3242458468
3602,3644,31837.000000000000000,1,BOTH,0,"0",0,Glatttalstrasse,3,0,,29411.000000000000000,,,,,,,,,,,,,,,2683735.1507174862,1253254.5328541943
3607,3649,30052.000000000000000,1,FT,0,"0",0,Ausserdorfstrasse,1,0,,32922.000000000000000,,,,,,,,,,,,,,,2683611.2040243270,1253296.3219838866
3612,3654,35458.000000000000000,1,"0",0,"0",1,Fussweg,0,2,,37205.000000000000000,,,,,,,,,,,,,,,2683511.2958712112,1253233.9178155884
3642,3738,33.000000000000000,1,"0",0,"0",0,Binzmühlestrasse,3,0,,64.000000000000000,,,,,,,,,,,,,,,2682174.1892524394,1252016.9214514147
3643,3739,41.000000000000000,1,BOTH,0,"0",0,Robert-Maillart-Strasse,1,0,,72.000000000000000,,,,,,,,,,,,,,,2682524.7826098697,1252086.7564297218
3651,3747,4254.000000000000000,1,"0",0,"0",0,Neunbrunnenstrasse,1,0,,7331.000000000000000,,,,,,,,,,,,,,,2682500.1632591775,1252282.7237387104
3723,3821,1505.000000000000000,1,"0",0,"0",1,Kappenbühlstrasse,1,1,,1534.000000000000000,,,,,,,,,,,,,,,2679545.5662161577,1251608.1060694049
3739,3851,20296.000000000000000,1,"0",0,"0",1,Kappenbühlstrasse,1,0,,17075.000000000000000,,,,,,,,,,,,,,,2679218.6485691709,1251614.9457708015
3745,3861,24756.000000000000000,1,"0",0,"0",1,Kappenbühlstrasse,1,1,,22426.000000000000000,,,,,,,,,,,,,,,2679520.4038790944,1251646.9503739185
3758,3884,36356.000000000000000,1,"0",0,"0",1,Heizenholz,1,0,,34634.000000000000000,,,,,,,,,,,,,,,2678931.1588070593,1251775.4278235149
3760,3888,37891.000000000000000,1,"0",0,"0",0,Regensdorferstrasse,3,0,,39909.000000000000000,,,,,,,,,,,,,,,2679326.0433729733,1251304.0617277343
3779,3911,19022.000000000000000,1,"0",0,"0",0,Wehntalerstrasse,3,0,,18042.000000000000000,,,,,,,,,,,,,,,2681965.5864535375,1251802.0630529018
3781,3913,23039.000000000000000,1,"0",0,"0",0,Seebacherstrasse,0,0,,21666.000000000000000,,,,,,,,,,,,,,,2681639.9394031842,1252092.9357177306
3788,3922,32287.000000000000000,1,"0",0,"0",0,Althoosstrasse,1,0,,29279.000000000000000,,,,,,,,,,,,,,,2681831.2784821088,1251685.4985763670
3790,3924,32562.000000000000000,1,"0",0,"0",0,Glaubtenstrasse,3,0,,30373.000000000000000,,,,,,,,,,,,,,,2681395.0502648838,1251883.6824747755
3815,4047,2302.000000000000000,1,"0",0,"0",1,Marie-Baum-Weg,0,0,,2297.000000000000000,,,,,,,,,,,,,,,2680814.8362231096,1251461.4853320532
3818,4051,3633.000000000000000,1,"0",0,"0",0,H?nggerbergring,1,0,,3657.000000000000000,,,,,,,,,,,,,,,2680990.5509972554,1251519.2604857371
3848,4082,20489.000000000000000,1,"0",0,"0",1,Fussweg,0,0,,17748.000000000000000,,,,,,,,,,,,,,,2680967.1651099897,1251534.9746555269
3910,4583,21008.000000000000000,0,"0",0,"0",1,Sch?rrergasse,5,2,,23889.000000000000000,,,,,,,,,,,,,,,2679962.2485537147,1250718.8551865213
3963,5353,31203.000000000000000,1,"0",0,"0",1,H?nggerbergring,0,0,,33152.000000000000000,,,,,,,,,,,,,,,2680941.0706049642,1251274.5432198688
3991,6008,10705.000000000000000,1,"0",0,"0",1,Eichholzweg,0,1,,9983.000000000000000,,,,,,,,,,,,,,,2680759.8979367800,1250872.4553430199
4010,6035,21452.000000000000000,1,"0",0,"0",0,Im Rehsprung,0,1,,23584.000000000000000,,,,,,,,,,,,,,,2681406.9592337706,1250549.9028939072
4012,6037,21109.000000000000000,1,"0",0,"0",0,Ottenbergstrasse,3,0,,24279.000000000000000,,,,,,,,,,,,,,,2680541.2637492362,1250385.5788988646
4044,7117,9530.000000000000000,1,"0",0,"0",0,Birchstrasse,1,0,,11543.000000000000000,,,,,,,,,,,,,,,2682984.1508950642,1252389.8726618562
4077,7152,1492.000000000000000,1,"0",0,"0",0,Schwandenholzstrasse,1,0,,1521.000000000000000,,,,,,,,,,,,,,,2681719.8419679347,1253125.7877073658
4079,7154,2483.000000000000000,1,"0",0,"0",1,Feldweg,0,0,,2513.000000000000000,,,,,,,,,,,,,,,2682381.2790868524,1252658.2533398680
4083,7158,6547.000000000000000,1,"0",0,"0",1,Fussweg,2,1,,5718.000000000000000,,,,,,,,,,,,,,,2681892.2765593044,1252789.8850030603
4094,7173,9066.000000000000000,1,"0",0,"0",1,Felsenrainstrasse,0,0,,11772.000000000000000,,,,,,,,,,,,,,,2683042.3808757807,1252890.0040017036
4106,7185,16481.000000000000000,1,"0",0,"0",0,Seebacherstrasse,0,0,,14262.000000000000000,,,,,,,,,,,,,,,2683045.3938973467,1252965.0484052233
4135,7231,25389.000000000000000,1,"0",0,"0",1,Fussweg,2,0,,28917.000000000000000,,,,,,,,,,,,,,,2681788.7743709139,1252397.7773304698
4145,7246,29508.000000000000000,1,"0",0,"0",0,Schwandenholzstrasse,1,0,,32841.000000000000000,,,,,,,,,,,,,,,2682761.1052596988,1253035.4265313710
4147,7248,31204.000000000000000,1,"0",0,"0",0,Felsenrainstrasse,0,0,,33153.000000000000000,,,,,,,,,,,,,,,2683016.6851161788,1252751.5218661143
4152,7253,36945.000000000000000,1,"0",0,"0",1,Bus Wende Waidhof,0,0,,35185.000000000000000,,,,,,,,,,,,,,,2681974.7709670933,1253124.3521626277
4175,7279,3818.000000000000000,1,"0",0,"0",0,Schwellistrasse,0,0,,3809.000000000000000,,,,,,,,,,,,,,,2683136.4297379134,1253255.3319371152
4204,7310,17973.000000000000000,1,"0",0,"0",1,Fussweg,0,0,,20106.000000000000000,,,,,,,,,,,,,,,2682205.3118073153,1253212.1456388191
4238,7351,30316.000000000000000,1,"0",0,"0",1,Katzenbachstrasse,1,0,,31868.000000000000000,,,,,,,,,,,,,,,2683274.2697784463,1253229.6977677576
4239,7353,29835.000000000000000,1,"0",0,FT,1,Sch?nauring,0,0,,32091.000000000000000,,,,,,,,,,,,,,,2682999.2553910380,1253559.2403006318
4242,7357,35570.000000000000000,1,"0",0,"0",0,K?shaldenstrasse,0,0,,33576.000000000000000,,,,,,,,,,,,,,,2682453.6571635962,1254009.2802881419
4244,7360,42402.000000000000000,1,,0,"0",1,Fussweg,0,0,,34168.000000000000000,,,,,,,,,,,,,,,2681931.0276526688,1253607.6706101289
4260,7557,3826.000000000000000,1,"0",1,"0",1,Kunzweg,0,0,,3817.000000000000000,,,,,,,,,,,,,,,2680764.1491784067,1252735.8004809627
4273,7571,10187.000000000000000,1,"0",0,"0",0,Wehntalerstrasse,3,0,,12007.000000000000000,,,,,,,,,,,,,,,2680354.3397955867,1252699.1812237198
4274,7572,8631.000000000000000,1,"0",0,"0",0,Im Wiesenbeetli,0,0,,12103.000000000000000,,,,,,,,,,,,,,,2680385.8935161303,1252681.3586283559
4291,7591,28225.000000000000000,1,"0",1,"0",1,Kunzweg,1,0,,25648.000000000000000,,,,,,,,,,,,,,,2680758.8529285090,1252763.1730094550
4296,7596,32730.000000000000000,1,"0",1,"0",1,Fussweg,0,0,,31043.000000000000000,,,,,,,,,,,,,,,2680172.4401898854,1252798.1230326600
4301,7601,33444.000000000000000,1,"0",0,"0",1,Fussweg,1,0,,35777.000000000000000,,,,,,,,,,,,,,,2680193.5108194770,1252787.2510040563
4335,7641,12708.000000000000000,1,"0",0,"0",0,Grubenackerstrasse,1,0,,15732.000000000000000,,,,,,,,,,,,,,,2684032.6252949531,1252455.1889498234
4343,7651,19106.000000000000000,1,"0",0,FT,0,Parkplatz,0,0,,18332.000000000000000,,,,,,,,,,,,,,,2684200.7381265988,1252104.0938776827
4408,7726,8480.000000000000000,1,"0",0,"0",0,Rümlangstrasse,1,0,,11566.000000000000000,,,,,,,,,,,,,,,2683140.4108632063,1253862.4503851181
4414,7733,15874.000000000000000,1,"0",0,"0",1,Fussweg,0,0,,13830.000000000000000,,,,,,,,,,,,,,,2683579.2567143189,1253759.6785516150
4418,7738,13054.000000000000000,1,"0",0,"0",0,Eichrainstrasse,0,0,,15024.000000000000000,,,,,,,,,,,,,,,2683634.0915959231,1253710.1762366169
4420,7741,13748.000000000000000,1,"0",0,"0",0,Frohbühlstrasse,1,0,,15705.000000000000000,,,,,,,,,,,,,,,2683973.7014818788,1253586.7640574391
4444,7769,28984.000000000000000,1,"0",0,"0",1,Fussweg,0,0,,26599.000000000000000,,,,,,,,,,,,,,,2683882.1574197290,1253682.9799610723
4463,7790,33556.000000000000000,1,"0",0,"0",1,Buchwiesenweg,0,0,,36199.000000000000000,,,,,,,,,,,,,,,2683292.5821938063,1253586.8829437927
4464,7791,34637.000000000000000,1,"0",0,"0",0,Stiglenstrasse,1,0,,36292.000000000000000,,,,,,,,,,,,,,,2684137.3472927702,1253530.0064215951
4472,7799,39433.000000000000000,1,"0",0,"0",0,Birchstrasse,0,0,,39951.000000000000000,,,,,,,,,,,,,,,2683786.1891497150,1253821.5833776980
4494,9046,11464.000000000000000,1,BOTH,0,"0",0,Schaffhauserstrasse,3,0,,8838.000000000000000,,,,,,,,,,,,,,,2684025.2320895232,1253173.4806235298
4535,9317,16507.000000000000000,0,"0",0,"0",0,"Bahnhof Oerlikon, Unterführung West",1,0,,14288.000000000000000,,,,,,,,,,,,,,,2683311.0369659322,1251723.5034221904
4569,9353,3478.000000000000000,1,"0",0,"0",0,Holunderweg,1,2,,3502.000000000000000,,,,,,,,,,,,,,,2682767.5657208753,1251563.9819079044
4575,9359,7530.000000000000000,1,"0",0,"0",0,Regensbergstrasse,0,0,,5648.000000000000000,,,,,,,,,,,,,,,2682813.9553396623,1251588.2626840014
4587,9372,9629.000000000000000,1,"0",0,"0",1,Fussweg,0,0,,11935.000000000000000,,,,,,,,,,,,,,,2681678.6855740333,1251599.9089987152
4591,9378,16525.000000000000000,1,"0",0,"0",0,K?ferholzstrasse,1,0,,14405.000000000000000,,,,,,,,,,,,,,,2682008.1107881060,1251513.4836714854
4605,9394,24681.000000000000000,1,"0",0,"0",0,Althoosstrasse,1,0,,22043.000000000000000,,,,,,,,,,,,,,,2681877.6817849199,1251660.9859839368
4616,9409,27320.000000000000000,1,"0",0,"0",0,Maienstrasse,0,0,,26231.000000000000000,,,,,,,,,,,,,,,2682323.3514628801,1251581.2175259246
4624,9419,25421.000000000000000,1,"0",0,"0",1,Goldregenweg,0,0,,29041.000000000000000,,,,,,,,,,,,,,,2682598.8346620249,1251544.4859905462
4646,9450,7406.000000000000000,1,"0",0,"0",0,Kühriedweg,0,0,,5166.000000000000000,,,,,,,,,,,,,,,2684375.3382452694,1251562.7774334173
4679,9484,23971.000000000000000,1,"0",0,"0",1,Kirchenackerweg,1,2,,21450.000000000000000,,,,,,,,,,,,,,,2684155.5646947864,1251673.4857801723
4703,9508,30671.000000000000000,1,"0",0,"0",0,Funkackerstrasse,1,0,,31234.000000000000000,,,,,,,,,,,,,,,2684355.1768864314,1251216.0045976394
4717,10116,35823.000000000000000,1,"0",0,"0",0,Verbindungsstrasse,0,0,,34617.000000000000000,,,,,,,,,,,,,,,2683383.5288185216,1250504.3071211183
4742,10499,862.000000000000000,1,"0",0,"0",0,Wildenstrasse,0,0,,863.000000000000000,,,,,,,,,,,,,,,2679304.8450064729,1251259.2262390051
4756,10518,15746.000000000000000,1,"0",0,"0",0,Bergellerstrasse,0,0,,13407.000000000000000,,,,,,,,,,,,,,,2679535.7883643131,1251156.4645134688
4761,10523,20238.000000000000000,1,"0",0,"0",0,Imbisbühlhalde,0,0,,16839.000000000000000,,,,,,,,,,,,,,,2678922.5849949759,1251195.9482482579
4763,10525,19838.000000000000000,1,"0",0,"0",0,Wolfgang-Pauli-Strasse,1,0,,17194.000000000000000,,,,,,,,,,,,,,,2680490.1896436098,1251036.9081229041
4766,10528,17460.000000000000000,1,"0",0,"0",0,Segantinistrasse,1,0,,20200.000000000000000,,,,,,,,,,,,,,,2679658.1254334962,1251182.7102776626
4791,10560,38329.000000000000000,1,"0",0,"0",1,Robert-Gnehm-Platz,0,0,,39732.000000000000000,,,,,,,,,,,,,,,2680909.1254705298,1251232.8898109542
4816,10735,12935.000000000000000,1,"0",0,TF,0,Tramstrasse,3,0,,16542.000000000000000,,,,,,,,,,,,,,,2683682.8365314626,1251517.4350109231
4825,10744,28900.000000000000000,1,FT,0,FT,0,D?rflistrasse,3,0,,26212.000000000000000,,,,,,,,,,,,,,,2683883.5993874338,1251132.5406565242
4843,10762,651.000000000000000,1,"0",0,"0",1,Fritz-Heeb-Weg,0,0,,458.000000000000000,,,,,,,,,,,,,,,2683166.4983585086,1252079.4172086164
4870,10791,22714.000000000000000,1,"0",0,"0",0,Jungholzstrasse,1,0,,24481.000000000000000,,,,,,,,,,,,,,,2683428.7795098783,1252298.6145988503
4906,11113,10853.000000000000000,1,"0",0,"0",0,Fussweg,0,0,,8411.000000000000000,,,,,,,,,,,,,,,2680459.5735506783,1251007.4387630045
4927,11137,20549.000000000000000,1,"0",0,"0",0,Emil-Kl?ti-Strasse,0,0,,18011.000000000000000,,,,,,,,,,,,,,,2680440.3445316199,1251112.2361151052
4946,11164,27229.000000000000000,1,"0",0,"0",1,Peter-Debye-Strasse,0,0,,25834.000000000000000,,,,,,,,,,,,,,,2680407.5930852038,1251338.0530637938
4958,11176,26295.000000000000000,1,"0",0,"0",1,Bauherrenstrasse,1,0,,28468.000000000000000,,,,,,,,,,,,,,,2680176.6194881694,1250416.5308548673
4978,11200,38814.000000000000000,0,"0",0,"0",1,Vogtsrain,5,2,,39645.000000000000000,,,,,,,,,,,,,,,2680200.5078739598,1250957.9551723658
5001,11243,9507.000000000000000,1,"0",0,"0",1,Fussweg,0,0,,11421.000000000000000,,,,,,,,,,,,,,,2681269.1285980353,1253621.0170039663
5015,11259,22377.000000000000000,1,"0",1,"0",1,Am Katzenbach,1,1,,23287.000000000000000,,,,,,,,,,,,,,,2681228.5720900507,1253334.6406560717
5029,11274,31681.000000000000000,1,"0",0,"0",0,Zehntenhausstrasse,3,0,,30977.000000000000000,,,,,,,,,,,,,,,2680777.5354924290,1253288.1622803048
5054,11301,20273.000000000000000,1,"0",0,"0",0,Venusstrasse,1,0,,16969.000000000000000,,,,,,,,,,,,,,,2683495.9819252444,1251386.1224498791
5058,11305,24758.000000000000000,1,"0",0,"0",0,Allenmoosstrasse,0,0,,22428.000000000000000,,,,,,,,,,,,,,,2683556.6715968442,1251077.1574829358
5107,11527,13710.000000000000000,1,BOTH,0,"0",0,Wehntalerstrasse,1,0,,15570.000000000000000,,,,,,,,,,,,,,,2682675.8010834600,1250940.3052104618
5143,11616,14313.000000000000000,1,"0",0,"0",0,Sch?rlistrasse,1,0,,15772.000000000000000,,,,,,,,,,,,,,,2684796.5534986556,1251343.4049762199
5175,11883,14177.000000000000000,1,"0",0,"0",0,Salvatorstrasse,1,0,,15256.000000000000000,,,,,,,,,,,,,,,2684067.9962801673,1251241.1632746351
5191,11899,28868.000000000000000,1,"0",0,"0",0,Berninastrasse,1,0,,26077.000000000000000,,,,,,,,,,,,,,,2684131.1178400083,1250785.5008730004
5192,11900,27901.000000000000000,1,FT,0,FT,0,D?rflistrasse,3,0,,26413.000000000000000,,,,,,,,,,,,,,,2683792.1468422506,1250927.8516417316
5198,11907,32005.000000000000000,1,"0",0,"0",0,Berninastrasse,1,0,,30082.000000000000000,,,,,,,,,,,,,,,2684005.8446549242,1250813.8204598681
5213,12129,8038.000000000000000,1,"0",0,"0",0,Viktoriastrasse,0,0,,5587.000000000000000,,,,,,,,,,,,,,,2683928.8553921464,1250682.3828868598
5219,12136,13806.000000000000000,1,"0",0,FT,0,Einfahrt Hirschwiesenstrasse,1,0,,15976.000000000000000,,,,,,,,,,,,,,,2683720.6267065876,1250439.4553540414
5229,12148,20825.000000000000000,1,"0",0,"0",1,Irchelpark,0,0,,23124.000000000000000,,,,,,,,,,,,,,,2683873.1821783055,1250427.4795347899
5230,12149,21917.000000000000000,1,"0",0,FT,1,Probusweg,0,0,,23485.000000000000000,,,,,,,,,,,,,,,2683832.3132343702,1250738.6240067447
5243,12164,2285.000000000000000,1,"0",0,"0",1,Fussweg,0,2,,2280.000000000000000,,,,,,,,,,,,,,,2682720.5640842128,1250393.3808379900
5249,12170,11401.000000000000000,1,"0",0,FT,1,Tram Milchbuck ?berquerung,2,0,,8570.000000000000000,,,,,,,,,,,,,,,2683345.0213931389,1250410.8073754078
5258,12180,17029.000000000000000,1,"0",0,FT,0,Schaffhauserstrasse,0,0,,20408.000000000000000,,,,,,,,,,,,,,,2683375.5521865766,1250484.7225969273
5259,12181,21413.000000000000000,1,"0",0,"0",1,Freizeitanlage Buchegg,0,0,,23452.000000000000000,,,,,,,,,,,,,,,2682712.7638011789,1250507.6691122157
5285,12279,25966.000000000000000,1,"0",0,"0",0,Herbstweg,1,0,,27158.000000000000000,,,,,,,,,,,,,,,2684773.8446254912,1251175.0851923209
5313,12316,17465.000000000000000,1,"0",0,"0",0,Schwamendingenstrasse,3,0,,20205.000000000000000,,,,,,,,,,,,,,,2684317.1347028418,1251072.9302678327
5316,12319,24192.000000000000000,1,"0",0,"0",1,Hubenstrasse,1,1,,22269.000000000000000,,,,,,,,,,,,,,,2684863.2458574320,1250844.4817311901
5331,12336,36347.000000000000000,1,"0",0,"0",1,H?rnlistrasse,0,0,,34522.000000000000000,,,,,,,,,,,,,,,2683951.2686410397,1250740.8988860324
5332,12337,36813.000000000000000,1,"0",0,"0",0,Berninastrasse,1,0,,34666.000000000000000,,,,,,,,,,,,,,,2683971.1096849791,1250821.9487266021
5341,12349,38288.000000000000000,1,BOTH,0,"0",0,Schaffhauserstrasse,3,0,,39599.000000000000000,,,,,,,,,,,,,,,2683406.7742468924,1250528.9218097581
5348,12357,967.000000000000000,1,"0",0,"0",0,Mimosenstrasse,0,0,,998.000000000000000,,,,,,,,,,,,,,,2683598.2413903703,1250780.7271410988
5363,12377,11999.000000000000000,1,"0",0,"0",1,Hirschwiesenstrasse,1,0,,8756.000000000000000,,,,,,,,,,,,,,,2683585.5124006486,1250526.1924404595
5388,12408,28302.000000000000000,1,"0",0,TF,0,Winterthurerstrasse,1,0,,26028.000000000000000,,,,,,,,,,,,,,,2683744.4648222490,1250533.5173848043
5397,12418,31942.000000000000000,1,"0",0,"0",0,Malvenstrasse,0,0,,29814.000000000000000,,,,,,,,,,,,,,,2683464.6886262996,1251075.1547634224
5404,12428,34487.000000000000000,1,"0",0,"0",0,Asternweg,0,0,,35621.000000000000000,,,,,,,,,,,,,,,2683524.0175647680,1250971.8712283189
5407,12431,33866.000000000000000,1,"0",0,"0",1,Winterthurerstrasse,2,0,,37441.000000000000000,,,,,,,,,,,,,,,2683689.9878085996,1250395.8983890107
5453,13003,6054.000000000000000,1,"0",1,FT,1,Limmattalstrasse,0,0,,7933.000000000000000,,,,,,,,,,,,,,,2679501.8907754556,1250751.9313497376
5469,13027,23913.000000000000000,1,"0",0,"0",0,Limmattalstrasse,0,0,,21097.000000000000000,,,,,,,,,,,,,,,2679336.2188792890,1250797.5367729506
5470,13028,24440.000000000000000,1,"0",0,"0",0,Hohenklingenstrasse,0,0,,21127.000000000000000,,,,,,,,,,,,,,,2679550.7112558307,1250655.0031460789
5481,13042,43364.000000000000000,1,BOTH,0,"0",0,Winzerstrasse,3,0,,37515.000000000000000,,,,,,,,,,,,,,,2679050.5128814192,1250841.1806786249
5483,13044,40282.000000000000000,1,"0",1,"0",1,Werdinsel,0,0,,37623.000000000000000,,,,,,,,,,,,,,,2679324.3645359515,1250435.0362415775
5498,,,,,,,,,,,,,164.350982549999998,1974.000000000000000,1.000000000000000,,unbekannt,unbekannt,Gemeindestrassen,,01_11_2023,,164.351015803823003,,,,2680449.6171693080,1251823.7326491293
5507,,,,,,,,,,,,,153.235518469999988,4555.000000000000000,30.000000000000000,"30034",Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,01_11_2023,,153.235489809766989,,,,2682990.9635924660,1251269.8399329495
5510,,,,,,,,,,,,,114.630770580000004,1491.000000000000000,23.000000000000000,"30012.2",Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,01_11_2023,,114.630703835055996,,,,2683702.3939285572,1250372.7870113782
5528,,,,,,,,,,,,,72.909124469999995,1658.000000000000000,10.000000000000000,"10012",Werkhof Urdorf,Nationalstrasse,Hochleistungsstrassen (HLS) Bund richtungsgetrennt,GE VII,01_11_2023,GE VII,72.909110779315014,,,,2684023.1299343258,1250706.2923195022
5530,,,,,,,,,,,,,140.582426720000001,375.000000000000000,23.000000000000000,"1",Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,01_11_2023,,140.582488498976005,,,,2684190.8495437610,1250802.3190770482
5571,,,,,,,,,,,,,189.007682530000011,1660.000000000000000,12.000000000000000,"16134",Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,01_11_2023,GE VII,189.007681652542004,,,,2684371.8094413984,1250883.2386921707
5584,,,,,,,,,,,,,959.875378830000045,4620.000000000000000,30.000000000000000,"30031",Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,01_11_2023,,959.875426397215051,,,,2679804.3115249597,1252952.5444444290
5606,,,,,,,,,,,,,391.820325400000002,4731.000000000000000,23.000000000000000,"4",Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,01_11_2023,,391.820318158174018,,,,2683621.6943598171,1252050.4084094767
5610,,,,,,,,,,,,,115.559024989999998,369.000000000000000,23.000000000000000,"30012.3",Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,01_11_2023,,115.559016235339001,,,,2683729.5231098970,1250504.0573260195
5631,,,,,,,,,,,,,451.617084100000000,4713.000000000000000,40.000000000000000,,Gemeinde,Gemeinde,Gemeindestrassen,,01_11_2023,,451.617102017291984,,,,2680685.4696221468,1252958.9934362974
5633,,,,,,,,,,,,,196.496525530000014,4708.000000000000000,40.000000000000000,,Gemeinde,Gemeinde,Gemeindestrassen,,01_11_2023,,196.496551306756004,,,,2680731.0369806765,1252915.7359494977
5634,,,,,,,,,,,,,1026.203647589999946,4704.000000000000000,40.000000000000000,,Gemeinde,Gemeinde,Gemeindestrassen,,01_11_2023,,1026.203610883869942,,,,2681031.2874025269,1252492.1197548588
5644,,,,,,,,,,,,,369.083668219999993,4668.000000000000000,40.000000000000000,,Gemeinde,Gemeinde,Gemeindestrassen,,01_11_2023,,369.083683816787982,,,,2682185.3694607341,1252197.8145980907
